date,ave,ave_1,ave_2,max,max_1,max_2,min,min_1,min_2
2015/1/1,3.7,8,1,8.2,8,1,0.7,8,1
2015/1/2,2.7,8,1,7.9,8,1,-2.2,8,1
2015/1/3,3.8,8,1,8.9,8,1,-1.1,8,1
2015/1/4,4.0,8,1,9.3,8,1,-0.4,8,1
2015/1/5,6.9,8,1,12.9,8,1,1.3,8,1
2015/1/6,10.8,8,1,16.0,8,1,5.8,8,1
2015/1/7,5.6,8,1,10.2,8,1,3.0,8,1
2015/1/8,6.2,8,1,11.2,8,1,2.0,8,1
2015/1/9,6.7,8,1,11.0,8,1,3.5,8,1
2015/1/10,6.3,8,1,11.2,8,1,1.9,8,1
2015/1/11,6.4,8,1,10.8,8,1,0.2,8,1
2015/1/12,5.2,8,1,9.0,8,1,2.0,8,1
2015/1/13,6.6,8,1,11.8,8,1,2.5,8,1
2015/1/14,6.6,8,1,11.5,8,1,1.2,8,1
2015/1/15,5.4,8,1,8.2,8,1,3.4,8,1
2015/1/16,8.9,8,1,13.2,8,1,4.9,8,1
2015/1/17,5.9,8,1,11.6,8,1,1.3,8,1
2015/1/18,4.7,8,1,10.9,8,1,-0.5,8,1
2015/1/19,5.7,8,1,11.7,8,1,-0.7,8,1
2015/1/20,6.3,8,1,11.2,8,1,2.7,8,1
2015/1/21,2.5,8,1,3.8,8,1,1.5,8,1
2015/1/22,4.6,8,1,5.6,8,1,3.2,8,1
2015/1/23,6.9,8,1,12.8,8,1,3.7,8,1
2015/1/24,4.9,8,1,8.1,8,1,2.9,8,1
2015/1/25,7.0,8,1,12.2,8,1,0.9,8,1
2015/1/26,9.0,8,1,12.9,8,1,5.6,8,1
2015/1/27,9.8,8,1,16.4,8,1,5.8,8,1
2015/1/28,5.2,8,1,9.7,8,1,1.4,8,1
2015/1/29,3.9,8,1,8.2,8,1,-0.9,8,1
2015/1/30,2.2,8,1,4.7,8,1,0.4,8,1
2015/1/31,4.9,8,1,10.5,8,1,0.8,8,1
2015/2/1,4.0,8,1,8.6,8,1,0.7,8,1
2015/2/2,4.7,8,1,9.6,8,1,1.0,8,1
2015/2/3,4.7,8,1,10.3,8,1,0.4,8,1
2015/2/4,5.2,8,1,9.6,8,1,1.1,8,1
2015/2/5,2.6,8,1,5.1,8,1,1.1,8,1
2015/2/6,5.4,8,1,12.0,8,1,-0.3,8,1
2015/2/7,5.3,8,1,9.6,8,1,1.2,8,1
2015/2/8,4.0,8,1,6.8,8,1,2.0,8,1
2015/2/9,2.0,8,1,4.9,8,1,-0.6,8,1
2015/2/10,3.2,8,1,8.1,8,1,-2.4,8,1
2015/2/11,5.6,8,1,10.9,8,1,0.2,8,1
2015/2/12,7.0,8,1,13.0,8,1,1.2,8,1
2015/2/13,5.0,8,1,12.3,8,1,1.1,8,1
2015/2/14,4.9,8,1,10.6,8,1,-1.4,8,1
2015/2/15,5.5,8,1,11.7,8,1,0.3,8,1
2015/2/16,7.0,8,1,13.2,8,1,1.5,8,1
2015/2/17,3.9,8,1,5.4,8,1,1.3,8,1
2015/2/18,3.3,8,1,4.3,8,1,2.5,8,1
2015/2/19,6.2,8,1,13.0,8,1,0.9,8,1
2015/2/20,6.3,8,1,11.9,8,1,2.5,8,1
2015/2/21,6.2,8,1,10.5,8,1,2.0,8,1
2015/2/22,6.3,8,1,8.0,8,1,4.4,8,1
2015/2/23,10.7,8,1,19.2,8,1,6.3,8,1
2015/2/24,9.7,8,1,12.7,8,1,7.2,8,1
2015/2/25,9.2,8,1,13.2,8,1,7.5,8,1
2015/2/26,6.6,8,1,7.9,8,1,5.0,8,1
2015/2/27,8.2,8,1,15.3,8,1,3.8,8,1
2015/2/28,7.4,8,1,12.8,8,1,3.0,8,1
2015/3/1,6.9,8,1,9.8,8,1,5.4,8,1
2015/3/2,9.3,8,1,14.1,8,1,5.1,8,1
2015/3/3,5.6,8,1,7.7,8,1,3.6,8,1
2015/3/4,9.6,8,1,17.5,8,1,3.2,8,1
2015/3/5,9.3,8,1,14.3,8,1,5.4,8,1
2015/3/6,7.3,8,1,12.0,8,1,4.9,8,1
2015/3/7,6.0,8,1,8.2,8,1,3.9,8,1
2015/3/8,8.2,8,1,10.9,8,1,5.9,8,1
2015/3/9,9.0,8,1,9.9,8,1,8.4,8,1
2015/3/10,7.7,8,1,13.7,8,1,1.7,8,1
2015/3/11,6.2,8,1,12.2,8,1,-0.4,8,1
2015/3/12,8.6,8,1,14.8,8,1,3.6,8,1
2015/3/13,8.9,8,1,14.4,8,1,1.8,8,1
2015/3/14,8.9,8,1,13.5,8,1,4.7,8,1
2015/3/15,8.4,8,1,13.0,8,1,4.9,8,1
2015/3/16,11.1,8,1,16.0,8,1,7.3,8,1
2015/3/17,14.5,8,1,21.2,8,1,9.2,8,1
2015/3/18,14.8,8,1,21.7,8,1,10.7,8,1
2015/3/19,11.9,8,1,15.9,8,1,10.3,8,1
2015/3/20,11.8,8,1,14.9,8,1,9.9,8,1
2015/3/21,10.5,8,1,16.0,8,1,7.2,8,1
2015/3/22,12.9,8,1,18.7,8,1,6.6,8,1
2015/3/23,10.7,8,1,17.0,8,1,4.7,8,1
2015/3/24,8.2,8,1,15.1,8,1,3.9,8,1
2015/3/25,8.1,8,1,14.3,8,1,2.7,8,1
2015/3/26,9.5,8,1,15.8,8,1,4.9,8,1
2015/3/27,12.3,8,1,20.4,8,1,4.0,8,1
2015/3/28,14.1,8,1,20.6,8,1,7.6,8,1
2015/3/29,14.6,8,1,21.1,8,1,9.0,8,1
2015/3/30,16.2,8,1,23.6,8,1,9.4,8,1
2015/3/31,16.7,8,1,23.2,8,1,9.8,8,1
2015/4/1,13.9,8,1,18.7,8,1,8.8,8,1
2015/4/2,11.6,8,1,17.4,8,1,6.5,8,1
2015/4/3,17.3,8,1,20.6,8,1,12.1,8,1
2015/4/4,13.2,8,1,19.1,8,1,10.0,8,1
2015/4/5,10.3,8,1,11.4,8,1,8.6,8,1
2015/4/6,16.2,8,1,22.9,8,1,11.2,8,1
2015/4/7,10.0,8,1,13.0,8,1,6.9,8,1
2015/4/8,4.1,8,1,7.6,8,1,2.4,8,1
2015/4/9,7.4,8,1,13.2,8,1,3.2,8,1
2015/4/10,8.3,8,1,12.1,8,1,5.3,8,1
2015/4/11,11.5,8,1,16.2,8,1,8.4,8,1
2015/4/12,12.9,8,1,18.0,8,1,8.4,8,1
2015/4/13,9.7,8,1,11.3,8,1,8.5,8,1
2015/4/14,12.1,8,1,14.1,8,1,9.3,8,1
2015/4/15,15.4,8,1,21.4,8,1,10.5,8,1
2015/4/16,15.7,8,1,21.5,8,1,8.8,8,1
2015/4/17,16.4,8,1,24.9,8,1,9.3,8,1
2015/4/18,14.0,8,1,19.7,8,1,6.8,8,1
2015/4/19,14.3,8,1,17.2,8,1,10.4,8,1
2015/4/20,18.4,8,1,20.7,8,1,13.6,8,1
2015/4/21,17.5,8,1,20.5,8,1,13.9,8,1
2015/4/22,15.7,8,1,21.4,8,1,11.2,8,1
2015/4/23,18.0,8,1,24.8,8,1,11.9,8,1
2015/4/24,18.3,8,1,23.9,8,1,14.0,8,1
2015/4/25,17.2,8,1,22.9,8,1,12.6,8,1
2015/4/26,17.8,8,1,23.8,8,1,12.4,8,1
2015/4/27,19.3,8,1,25.0,8,1,13.3,8,1
2015/4/28,20.8,8,1,27.2,8,1,14.6,8,1
2015/4/29,19.4,8,1,24.3,8,1,15.0,8,1
2015/4/30,19.0,8,1,24.0,8,1,14.7,8,1
2015/5/1,20.5,8,1,27.5,8,1,14.5,8,1
2015/5/2,21.0,8,1,27.6,8,1,15.2,8,1
2015/5/3,21.2,8,1,27.0,8,1,17.2,8,1
2015/5/4,21.6,8,1,26.6,8,1,18.5,8,1
2015/5/5,18.3,8,1,22.4,8,1,13.1,8,1
2015/5/6,18.2,8,1,24.7,8,1,11.6,8,1
2015/5/7,19.1,8,1,24.7,8,1,15.7,8,1
2015/5/8,20.7,8,1,26.8,8,1,15.8,8,1
2015/5/9,18.7,8,1,21.3,8,1,16.3,8,1
2015/5/10,19.7,8,1,27.0,8,1,13.8,8,1
2015/5/11,17.2,8,1,23.5,8,1,12.1,8,1
2015/5/12,19.6,8,1,22.7,8,1,15.9,8,1
2015/5/13,22.5,8,1,28.4,8,1,17.4,8,1
2015/5/14,23.1,8,1,28.6,8,1,16.9,8,1
2015/5/15,22.7,8,1,27.8,8,1,18.9,8,1
2015/5/16,20.9,8,1,23.7,8,1,19.5,8,1
2015/5/17,22.2,8,1,27.8,8,1,18.9,8,1
2015/5/18,21.5,8,1,26.2,5,1,17.5,8,1
2015/5/19,20.2,8,1,24.2,8,1,16.6,8,1
2015/5/20,22.2,8,1,27.3,8,1,18.3,8,1
2015/5/21,19.5,8,1,25.7,8,1,13.4,8,1
2015/5/22,20.5,8,1,26.0,8,1,15.0,8,1
2015/5/23,21.6,8,1,27.1,8,1,16.1,8,1
2015/5/24,21.0,8,1,26.0,8,1,17.3,8,1
2015/5/25,21.3,8,1,26.1,8,1,16.6,8,1
2015/5/26,23.3,8,1,30.9,8,1,16.9,8,1
2015/5/27,23.9,8,1,30.2,8,1,18.7,8,1
2015/5/28,22.1,8,1,26.8,8,1,18.4,8,1
2015/5/29,20.7,8,1,22.8,8,1,18.3,8,1
2015/5/30,23.4,8,1,29.6,8,1,18.4,8,1
2015/5/31,25.7,8,1,32.2,8,1,20.6,8,1
2015/6/1,23.6,8,1,27.7,8,1,20.8,8,1
2015/6/2,23.5,8,1,28.7,8,1,19.7,8,1
2015/6/3,21.7,8,1,22.9,8,1,20.1,8,1
2015/6/4,23.1,8,1,29.1,8,1,18.6,8,1
2015/6/5,18.8,8,1,22.5,8,1,14.2,8,1
2015/6/6,18.0,8,1,24.6,8,1,13.4,8,1
2015/6/7,20.8,8,1,25.5,8,1,16.1,8,1
2015/6/8,21.0,8,1,25.3,8,1,17.2,8,1
2015/6/9,19.5,8,1,21.9,8,1,17.3,8,1
2015/6/10,22.6,8,1,27.8,8,1,17.5,8,1
2015/6/11,23.0,8,1,27.5,8,1,18.9,8,1
2015/6/12,21.4,8,1,25.0,8,1,18.9,8,1
2015/6/13,24.0,8,1,29.0,8,1,20.8,8,1
2015/6/14,22.5,8,1,26.8,8,1,20.5,8,1
2015/6/15,24.6,8,1,30.8,8,1,19.5,8,1
2015/6/16,23.3,8,1,27.2,8,1,20.0,8,1
2015/6/17,21.6,8,1,24.8,8,1,19.8,8,1
2015/6/18,21.9,8,1,26.1,8,1,19.8,8,1
2015/6/19,19.1,8,1,20.8,8,1,17.6,8,1
2015/6/20,21.7,8,1,26.9,8,1,17.2,8,1
2015/6/21,20.6,8,1,22.8,8,1,18.2,8,1
2015/6/22,22.6,8,1,26.8,8,1,18.5,8,1
2015/6/23,23.4,8,1,28.8,8,1,18.4,8,1
2015/6/24,23.8,8,1,29.9,8,1,18.0,8,1
2015/6/25,24.3,8,1,28.7,8,1,20.6,8,1
2015/6/26,22.4,8,1,25.6,8,1,20.6,8,1
2015/6/27,22.6,8,1,25.5,8,1,20.6,8,1
2015/6/28,23.2,8,1,31.4,8,1,18.4,8,1
2015/6/29,21.6,8,1,26.3,8,1,18.0,8,1
2015/6/30,22.5,8,1,26.7,8,1,19.8,8,1
2015/7/1,20.5,8,1,22.4,8,1,19.2,8,1
2015/7/2,22.5,8,1,25.0,8,1,20.1,8,1
2015/7/3,21.9,8,1,23.4,8,1,20.8,8,1
2015/7/4,22.5,8,1,25.9,8,1,20.8,8,1
2015/7/5,20.1,8,1,21.9,8,1,19.1,8,1
2015/7/6,19.8,8,1,21.1,8,1,18.9,8,1
2015/7/7,21.3,8,1,24.3,8,1,18.7,8,1
2015/7/8,22.4,8,1,26.6,8,1,19.2,8,1
2015/7/9,19.4,8,1,20.4,8,1,18.6,8,1
2015/7/10,23.2,8,1,28.9,8,1,17.6,8,1
2015/7/11,25.9,8,1,31.3,8,1,21.1,8,1
2015/7/12,27.2,8,1,32.0,8,1,22.4,8,1
2015/7/13,29.4,8,1,34.2,8,1,24.1,8,1
2015/7/14,29.9,8,1,34.3,8,1,26.7,8,1
2015/7/15,28.4,8,1,33.2,8,1,24.2,8,1
2015/7/16,26.4,8,1,28.9,8,1,23.6,8,1
2015/7/17,26.7,8,1,30.4,8,1,22.8,8,1
2015/7/18,27.2,8,1,29.9,8,1,25.6,8,1
2015/7/19,29.4,8,1,34.8,8,1,25.0,8,1
2015/7/20,28.8,8,1,33.5,8,1,25.8,8,1
2015/7/21,29.4,8,1,34.9,8,1,25.4,8,1
2015/7/22,28.9,8,1,32.8,8,1,25.4,8,1
2015/7/23,27.0,8,1,30.4,8,1,24.7,8,1
2015/7/24,28.1,8,1,33.9,8,1,25.0,8,1
2015/7/25,28.6,8,1,33.1,8,1,24.7,8,1
2015/7/26,30.3,8,1,35.8,8,1,26.0,8,1
2015/7/27,30.4,8,1,35.0,8,1,25.6,8,1
2015/7/28,29.6,8,1,34.1,8,1,27.1,8,1
2015/7/29,29.4,8,1,32.5,8,1,27.1,8,1
2015/7/30,29.1,8,1,34.3,8,1,26.5,8,1
2015/7/31,30.0,8,1,35.0,8,1,25.9,8,1
2015/8/1,30.5,8,1,35.3,8,1,26.6,8,1
2015/8/2,30.2,8,1,35.1,8,1,26.3,8,1
2015/8/3,29.8,8,1,35.0,8,1,26.1,8,1
2015/8/4,30.0,8,1,35.1,8,1,26.5,8,1
2015/8/5,30.2,8,1,35.2,8,1,25.7,8,1
2015/8/6,30.9,8,1,35.9,8,1,26.8,8,1
2015/8/7,31.5,8,1,37.7,8,1,26.8,8,1
2015/8/8,27.6,8,1,32.6,8,1,24.9,8,1
2015/8/9,27.9,8,1,33.4,8,1,24.7,8,1
2015/8/10,27.9,8,1,31.9,8,1,25.5,8,1
2015/8/11,29.4,8,1,35.5,8,1,25.3,8,1
2015/8/12,28.9,8,1,33.7,8,1,26.3,8,1
2015/8/13,27.5,8,1,30.5,8,1,25.3,8,1
2015/8/14,26.9,8,1,31.8,8,1,24.0,8,1
2015/8/15,27.7,8,1,33.1,8,1,24.1,8,1
2015/8/16,27.8,8,1,31.9,8,1,24.6,8,1
2015/8/17,25.7,8,1,28.0,8,1,23.6,8,1
2015/8/18,28.2,8,1,31.9,8,1,26.0,8,1
2015/8/19,27.8,8,1,31.4,8,1,25.7,8,1
2015/8/20,25.6,8,1,27.0,8,1,24.0,8,1
2015/8/21,26.0,8,1,29.4,8,1,24.5,8,1
2015/8/22,28.3,8,1,32.7,8,1,24.7,8,1
2015/8/23,26.7,8,1,31.4,8,1,24.0,8,1
2015/8/24,24.3,8,1,29.3,8,1,21.6,8,1
2015/8/25,21.5,8,1,22.9,8,1,18.2,8,1
2015/8/26,19.5,8,1,21.3,8,1,17.9,8,1
2015/8/27,23.6,8,1,27.3,8,1,20.2,8,1
2015/8/28,21.7,8,1,22.9,8,1,19.9,8,1
2015/8/29,20.0,8,1,21.0,8,1,19.1,8,1
2015/8/30,21.2,8,1,22.5,8,1,20.3,8,1
2015/8/31,22.1,8,1,24.1,8,1,20.6,8,1
2015/9/1,23.7,8,1,26.5,8,1,21.4,8,1
2015/9/2,26.9,8,1,31.5,8,1,24.5,8,1
2015/9/3,25.7,8,1,30.4,8,1,22.9,8,1
2015/9/4,24.7,8,1,30.1,8,1,22.3,8,1
2015/9/5,25.4,8,1,29.3,8,1,22.9,8,1
2015/9/6,23.8,8,1,27.5,8,1,22.4,8,1
2015/9/7,23.0,8,1,26.1,8,1,20.7,8,1
2015/9/8,20.0,8,1,21.0,8,1,18.8,8,1
2015/9/9,22.4,8,1,25.3,8,1,18.7,8,1
2015/9/10,21.8,8,1,23.5,8,1,19.8,8,1
2015/9/11,23.9,8,1,29.3,8,1,19.7,8,1
2015/9/12,24.7,8,1,29.5,8,1,20.5,8,1
2015/9/13,24.4,8,1,27.5,8,1,21.7,8,1
2015/9/14,22.9,8,1,27.3,8,1,20.5,8,1
2015/9/15,22.3,8,1,27.5,8,1,18.8,8,1
2015/9/16,21.1,8,1,25.2,8,1,17.8,8,1
2015/9/17,17.9,8,1,18.9,8,1,16.1,8,1
2015/9/18,20.6,8,1,23.9,8,1,18.0,8,1
2015/9/19,24.1,8,1,29.3,8,1,20.4,8,1
2015/9/20,23.3,8,1,28.4,8,1,19.8,8,1
2015/9/21,22.7,8,1,27.5,8,1,19.5,8,1
2015/9/22,23.0,8,1,28.5,8,1,19.6,8,1
2015/9/23,22.4,8,1,27.2,8,1,18.9,8,1
2015/9/24,20.4,8,1,23.0,8,1,18.2,8,1
2015/9/25,17.7,8,1,19.5,8,1,16.1,8,1
2015/9/26,20.5,8,1,24.6,8,1,17.5,8,1
2015/9/27,21.4,8,1,24.5,8,1,19.8,8,1
2015/9/28,23.3,8,1,27.8,8,1,19.3,8,1
2015/9/29,22.7,8,1,26.6,8,1,19.6,8,1
2015/9/30,20.9,8,1,25.8,8,1,17.3,8,1
2015/10/1,19.4,8,1,23.4,8,1,14.8,8,1
2015/10/2,23.2,8,1,28.1,8,1,18.7,8,1
2015/10/3,21.7,8,1,26.7,8,1,18.3,8,1
2015/10/4,21.3,8,1,27.1,8,1,17.1,8,1
2015/10/5,17.9,8,1,20.1,8,1,16.4,8,1
2015/10/6,17.7,8,1,22.4,8,1,13.9,8,1
2015/10/7,17.5,8,1,22.4,8,1,13.8,8,1
2015/10/8,19.4,8,1,24.6,8,1,12.1,8,1
2015/10/9,20.2,8,1,25.5,8,1,15.3,8,1
2015/10/10,18.3,8,1,20.4,8,1,14.6,8,1
2015/10/11,18.9,8,1,21.0,8,1,16.4,8,1
2015/10/12,18.7,8,1,23.1,8,1,15.4,8,1
2015/10/13,18.8,8,1,24.2,8,1,14.2,8,1
2015/10/14,18.4,8,1,23.2,8,1,14.9,8,1
2015/10/15,18.8,8,1,23.1,8,1,13.7,8,1
2015/10/16,15.6,8,1,17.6,8,1,14.9,8,1
2015/10/17,17.5,8,1,20.3,8,1,15.7,8,1
2015/10/18,18.8,8,1,23.9,8,1,15.8,8,1
2015/10/19,19.0,8,1,24.3,8,1,14.6,8,1
2015/10/20,19.0,8,1,23.9,8,1,15.5,8,1
2015/10/21,17.2,8,1,20.8,8,1,15.3,8,1
2015/10/22,17.4,8,1,23.2,8,1,13.5,8,1
2015/10/23,17.9,8,1,21.3,8,1,15.7,8,1
2015/10/24,19.0,8,1,23.9,8,1,15.2,8,1
2015/10/25,16.1,8,1,19.9,8,1,13.1,8,1
2015/10/26,15.5,8,1,20.4,8,1,11.7,8,1
2015/10/27,18.3,8,1,24.9,8,1,10.3,8,1
2015/10/28,20.8,8,1,26.1,8,1,16.1,8,1
2015/10/29,17.1,8,1,19.1,8,1,15.4,8,1
2015/10/30,17.1,8,1,21.6,8,1,14.0,8,1
2015/10/31,14.4,8,1,16.6,8,1,11.8,8,1
2015/11/1,13.1,8,1,17.4,8,1,9.5,8,1
2015/11/2,12.7,8,1,15.3,8,1,9.6,8,1
2015/11/3,16.2,8,1,21.3,8,1,12.3,8,1
2015/11/4,14.4,8,1,20.1,8,1,9.6,8,1
2015/11/5,15.1,8,1,21.1,8,1,10.3,8,1
2015/11/6,16.4,8,1,22.2,8,1,10.5,8,1
2015/11/7,16.5,8,1,20.9,8,1,13.0,8,1
2015/11/8,15.2,8,1,17.9,8,1,14.2,8,1
2015/11/9,18.2,8,1,22.9,8,1,14.9,8,1
2015/11/10,16.5,8,1,18.2,8,1,13.8,8,1
2015/11/11,14.9,8,1,18.4,8,1,12.5,8,1
2015/11/12,13.4,8,1,17.1,8,1,12.0,8,1
2015/11/13,13.1,8,1,16.8,8,1,10.0,8,1
2015/11/14,13.0,8,1,14.0,8,1,12.2,8,1
2015/11/15,16.0,8,1,20.0,8,1,13.6,8,1
2015/11/16,17.2,8,1,21.2,5,1,12.2,8,1
2015/11/17,18.5,8,1,23.7,8,1,15.6,8,1
2015/11/18,16.7,8,1,20.8,8,1,14.4,8,1
2015/11/19,14.5,8,1,18.6,8,1,12.0,8,1
2015/11/20,13.7,8,1,15.0,8,1,11.4,8,1
2015/11/21,15.5,8,1,20.8,8,1,10.1,8,1
2015/11/22,13.1,8,1,15.2,8,1,11.7,8,1
2015/11/23,12.2,8,1,13.2,8,1,11.0,8,1
2015/11/24,14.3,8,1,18.7,8,1,11.4,8,1
2015/11/25,8.7,8,1,12.0,8,1,5.5,8,1
2015/11/26,8.7,8,1,11.5,8,1,5.4,8,1
2015/11/27,9.9,8,1,14.7,8,1,6.2,8,1
2015/11/28,9.4,8,1,15.7,8,1,3.9,8,1
2015/11/29,10.4,8,1,14.5,8,1,6.1,8,1
2015/11/30,10.0,8,1,14.3,8,1,6.5,8,1
2015/12/1,10.8,8,1,16.2,8,1,5.6,8,1
2015/12/2,9.5,8,1,11.3,8,1,8.0,8,1
2015/12/3,10.5,8,1,13.5,8,1,8.5,8,1
2015/12/4,9.9,8,1,14.2,8,1,5.4,8,1
2015/12/5,9.8,8,1,16.1,8,1,4.4,8,1
2015/12/6,10.6,8,1,13.1,8,1,6.8,8,1
2015/12/7,9.2,8,1,12.6,8,1,5.7,8,1
2015/12/8,8.0,8,1,11.3,8,1,5.7,8,1
2015/12/9,7.5,8,1,12.7,8,1,2.8,8,1
2015/12/10,8.8,8,1,12.8,8,1,4.7,8,1
2015/12/11,14.7,8,1,24.1,8,1,6.9,8,1
2015/12/12,12.6,8,1,15.6,8,1,10.1,8,1
2015/12/13,10.2,8,1,11.0,8,1,9.5,8,1
2015/12/14,11.6,8,1,13.9,8,1,10.2,8,1
2015/12/15,11.5,8,1,14.9,8,1,9.6,8,1
2015/12/16,12.9,8,1,17.4,8,1,8.0,8,1
2015/12/17,10.1,8,1,13.4,8,1,6.2,8,1
2015/12/18,7.8,8,1,11.8,8,1,3.2,8,1
2015/12/19,7.1,8,1,12.1,8,1,3.1,8,1
2015/12/20,6.9,8,1,11.1,8,1,2.1,8,1
2015/12/21,8.8,8,1,13.3,8,1,5.6,8,1
2015/12/22,11.0,8,1,15.9,8,1,7.3,8,1
2015/12/23,6.8,8,1,8.6,8,1,5.5,8,1
2015/12/24,10.3,8,1,15.4,8,1,5.5,8,1
2015/12/25,10.9,8,1,15.0,8,1,7.6,8,1
2015/12/26,8.5,8,1,12.5,8,1,5.8,8,1
2015/12/27,7.3,8,1,10.5,8,1,3.7,8,1
2015/12/28,6.0,8,1,10.6,8,1,2.6,8,1
2015/12/29,6.3,8,1,11.5,8,1,1.9,8,1
2015/12/30,7.2,8,1,11.0,8,1,4.0,8,1
